image_id,skin_tone_group,split_name,image_height,image_width,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,lesion_pixels,lesion_area_fraction,core_lesion_purity,skin_percentage,lesion_spillover,marker_contamination,ruler_contamination,other_background_percentage,invalid_empty_fraction,skin_proxy_purity,has_marker,has_ruler,delta_l,delta_ita,delta_e_ab,delta_a,delta_b,delta_l_clean,delta_ita_clean,delta_e_ab_clean,delta_a_clean,delta_b_clean,core_valid_pixels,skin_valid_pixels,b_star_singular_pixels,morphological_difficulty_class_a,shape_complexity,contour_tortuosity,scale_difficulty,boundary_gradient,boundary_ambiguity_class_c,is_synthetic_rendering
000461,FST_III_IV_Medium,test_med,256,256,131,144,144,165,13,21,194,0.00296,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.2028,99.8445,43.532,3.4062,10.1172,42.2028,99.8445,43.532,3.4062,10.1172,77,316,0,0.3759,0.2925,0.1333,0.9483,373.675,0.0658,True
000466,FST_III_IV_Medium,test_med,256,256,101,110,134,133,33,23,583,0.008896,1.0,0.997908,0.0,0.0,0.002092,0.0,0.0,0.997908,False,True,42.3187,99.8164,43.6757,2.8984,10.4062,42.3187,99.7943,43.6794,2.8984,10.4219,187,956,2,0.2953,0.177,0.1331,0.8344,372.3452,0.0691,True
000469,FST_III_IV_Medium,test_med,256,256,71,62,113,84,42,22,765,0.011673,1.0,0.969595,0.0,0.0,0.030405,0.0,0.0,0.969595,False,True,42.2516,100.1302,43.6328,2.625,10.5703,42.1844,100.0182,43.6151,2.7734,10.7266,220,1184,36,0.3142,0.2492,0.1108,0.782,373.3082,0.0667,True
000470,FST_III_IV_Medium,test_med,256,256,107,132,138,154,31,22,544,0.008301,1.0,0.469432,0.0,0.530568,0.0,0.0,0.0,0.469432,True,False,0.1099,-97.1367,102.7162,45.7266,-91.9766,41.8762,98.2189,43.126,3.2266,9.7891,150,916,0,0.2977,0.1927,0.1071,0.8463,448.911,0.0,True
000473,FST_III_IV_Medium,test_med,256,256,103,112,126,130,23,18,312,0.004761,1.0,0.927419,0.0,0.072581,0.0,0.0,0.0,0.927419,True,False,41.9098,98.9401,43.1806,3.3281,9.8516,42.038,99.5155,43.305,3.3281,9.8516,110,496,0,0.336,0.2089,0.1623,0.9141,442.1728,0.0,True
000475,FST_III_IV_Medium,test_med,256,256,112,131,128,145,16,14,167,0.002548,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.3981,99.876,43.6608,3.0234,9.9766,42.3981,99.876,43.6608,3.0234,9.9766,48,304,0,0.3528,0.2244,0.1646,0.9559,372.3831,0.069,True
000482,FST_III_IV_Medium,test_med,256,256,127,121,144,136,17,15,184,0.002808,1.0,0.95625,0.0,0.0,0.04375,0.0,0.0,0.95625,False,True,42.4713,99.2412,43.7893,3.0703,10.2109,42.3828,98.7892,43.7539,3.2344,10.375,63,320,14,0.3246,0.1677,0.1688,0.9506,404.4675,0.0,True
000486,FST_III_IV_Medium,test_med,256,256,86,137,97,148,11,11,96,0.001465,1.0,0.994048,0.0,0.005952,0.0,0.0,0.0,0.994048,True,False,42.3157,101.2479,43.8623,3.0,11.1484,42.3157,101.2479,43.8607,2.9766,11.1484,25,168,0,0.3275,0.1716,0.1552,0.9757,375.1789,0.0621,True
000488,FST_III_IV_Medium,test_med,256,256,15,122,104,196,89,74,5281,0.080582,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.1661,99.7495,43.5015,3.1328,10.2266,42.1661,99.7495,43.5015,3.1328,10.2266,1710,7274,0,0.1258,0.1762,0.1255,0.0,373.2039,0.067,True
000491,FST_III_IV_Medium,test_med,256,256,115,84,140,112,25,28,496,0.007568,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.1936,98.9829,43.4944,3.1953,10.0625,42.1936,98.9829,43.4944,3.1953,10.0625,182,854,0,0.3134,0.1908,0.1536,0.8599,370.1253,0.0747,True
000495,FST_III_IV_Medium,test_med,256,256,61,89,99,130,38,41,1147,0.017502,1.0,0.735354,0.0,0.264646,0.0,0.0,0.0,0.735354,True,False,41.7114,98.8592,42.9835,4.0,9.5781,41.9556,99.4395,43.3427,2.8984,10.4844,378,1980,0,0.2284,0.1247,0.1092,0.6663,626.5275,0.0,True
000498,FST_III_IV_Medium,test_med,256,256,107,114,148,139,41,25,669,0.010208,1.0,0.853084,0.0,0.146916,0.0,0.0,0.0,0.853084,True,False,42.2058,98.8871,43.4396,3.4375,9.6875,42.45,98.8973,43.7992,2.5391,10.4844,273,1232,0,0.3957,0.3903,0.1275,0.8117,441.5731,0.0,True
000503,FST_III_IV_Medium,test_med,256,256,110,66,163,125,53,59,2533,0.038651,1.0,0.775359,0.0,0.224641,0.0,0.0,0.0,0.775359,True,False,41.9495,99.2761,43.2289,3.8906,9.6875,42.0227,99.6727,43.417,3.1406,10.4531,783,3904,0,0.1708,0.1723,0.1132,0.2535,357.7964,0.1055,True
000513,FST_III_IV_Medium,test_med,256,256,110,167,117,175,7,8,49,0.000748,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,41.8488,98.2935,42.9856,3.0938,9.3203,41.8488,98.2935,42.9856,3.0938,9.3203,12,76,0,0.2827,0.1147,0.0921,0.9886,498.7245,0.0,True
000514,FST_III_IV_Medium,test_med,256,256,59,138,82,168,23,30,536,0.008179,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,41.922,100.7138,43.3278,3.2266,10.4609,41.922,100.7138,43.3278,3.2266,10.4609,154,920,0,0.2924,0.1705,0.125,0.8483,367.6754,0.0808,True
000516,FST_III_IV_Medium,test_med,256,256,113,163,122,173,9,10,78,0.00119,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.7612,99.3636,44.1484,2.4844,10.6953,42.7612,99.3636,44.1484,2.4844,10.6953,30,92,0,0.3135,0.1481,0.1442,0.9808,375.0075,0.0625,True
000517,FST_III_IV_Medium,test_med,256,256,108,131,129,146,21,15,267,0.004074,1.0,0.982412,0.0,0.017588,0.0,0.0,0.0,0.982412,True,False,41.9922,98.9231,43.2407,3.1094,9.8359,41.9922,98.9231,43.2454,3.0,9.8906,77,398,0,0.3237,0.2002,0.1274,0.9272,369.2719,0.0768,True
000526,FST_III_IV_Medium,test_med,256,256,83,133,136,167,53,34,1389,0.021194,1.0,0.955307,0.0,0.044693,0.0,0.0,0.0,0.955307,True,False,42.218,99.4579,43.5265,3.0859,10.1328,42.3157,99.4579,43.6573,2.8047,10.3672,486,2148,0,0.2749,0.237,0.124,0.5961,391.0297,0.0224,True
000527,FST_III_IV_Medium,test_med,256,256,125,100,136,105,11,5,38,0.00058,0.866667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.4835,101.7912,43.899,1.3984,10.9688,42.4835,101.7912,43.899,1.3984,10.9688,15,64,0,0.49,0.4902,0.1548,0.9922,473.5748,0.0,True
000529,FST_III_IV_Medium,test_med,256,256,91,126,124,148,33,22,560,0.008545,1.0,0.701064,0.0,0.298936,0.0,0.0,0.0,0.701064,True,False,41.7114,98.0145,42.8142,4.4609,8.5625,42.2485,98.6374,43.5406,2.7734,10.1562,170,940,0,0.303,0.1973,0.1201,0.8415,578.4995,0.0,True
000535,FST_III_IV_Medium,test_med,256,256,133,27,238,152,105,125,9337,0.142471,1.0,0.987696,0.0,0.0,0.0,0.012304,0.0,1.0,False,False,42.2302,99.3761,43.5383,2.9531,10.1719,42.2302,99.3761,43.5383,2.9531,10.1719,3339,14142,0,0.1439,0.2135,0.1239,0.0,367.2931,0.0818,True
000540,FST_III_IV_Medium,test_med,256,256,106,106,133,126,27,20,418,0.006378,1.0,0.905797,0.0,0.094203,0.0,0.0,0.0,0.905797,True,False,42.1692,100.184,43.6067,3.2266,10.625,42.4042,100.184,43.932,2.9141,11.1094,130,690,0,0.3016,0.1633,0.1445,0.8828,488.0953,0.0,True
000542,FST_III_IV_Medium,test_med,256,256,69,74,125,128,56,54,2364,0.036072,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.215,100.3625,43.57,2.8203,10.4062,42.215,100.3625,43.57,2.8203,10.4062,728,3864,0,0.1645,0.1337,0.1234,0.303,369.2541,0.0769,True
000544,FST_III_IV_Medium,test_med,256,256,107,112,118,120,11,8,71,0.001083,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,41.7877,99.4855,43.0398,3.5156,9.6875,41.7877,99.4855,43.0398,3.5156,9.6875,20,116,0,0.3565,0.2058,0.19,0.9828,370.1082,0.0747,True
000548,FST_III_IV_Medium,test_med,256,256,115,102,136,116,21,14,198,0.003021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.3828,100.1784,43.7175,1.9609,10.5391,42.3828,100.1784,43.7175,1.9609,10.5391,66,388,0,0.358,0.2395,0.1628,0.9467,378.5667,0.0536,True
000552,FST_III_IV_Medium,test_med,256,256,137,79,182,121,45,42,1251,0.019089,0.994071,0.923587,0.0,0.076413,0.0,0.0,0.0,0.923587,True,False,42.1478,99.507,43.4694,3.1875,10.1484,42.3065,100.0707,43.6569,2.9609,10.3594,506,2264,0,0.266,0.1891,0.1477,0.6356,439.3372,0.0,True
000557,FST_III_IV_Medium,test_med,256,256,114,102,152,157,38,55,1600,0.024414,1.0,0.898678,0.0,0.092878,0.008443,0.0,0.0,0.898678,True,True,42.1387,99.442,43.4451,3.3203,10.0391,42.3584,100.051,43.678,2.9922,10.2266,486,2724,23,0.2479,0.206,0.1278,0.5329,364.1402,0.0896,True
000559,FST_III_IV_Medium,test_med,256,256,98,126,123,183,25,57,1104,0.016846,1.0,0.715116,0.0,0.284884,0.0,0.0,0.0,0.715116,True,False,41.7969,98.6987,43.086,4.3281,9.5234,42.1875,100.1014,43.5229,3.7188,10.0312,377,1720,0,0.3341,0.316,0.1322,0.6822,364.0968,0.0898,True
000566,FST_III_IV_Medium,test_med,256,256,80,109,121,163,41,54,1731,0.026413,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.2455,99.5543,43.5658,3.1094,10.1797,42.2455,99.5543,43.5658,3.1094,10.1797,546,2788,0,0.212,0.1496,0.1287,0.4928,365.3489,0.0866,True
000568,FST_III_IV_Medium,test_med,256,256,87,70,114,98,27,28,457,0.006973,0.928571,0.871636,0.0,0.128364,0.0,0.0,0.0,0.871636,True,False,42.038,98.5927,43.236,2.9609,9.6641,42.2974,98.6769,43.6206,2.4922,10.3672,182,966,0,0.4164,0.393,0.1513,0.8727,431.5749,0.0,True
000578,FST_III_IV_Medium,test_med,256,256,103,63,145,86,42,23,731,0.011154,1.0,0.908638,0.0,0.091362,0.0,0.0,0.0,0.908638,True,False,42.1692,99.9221,43.5039,3.125,10.2266,42.3828,100.5247,43.7246,2.7812,10.3828,242,1204,0,0.3252,0.2539,0.1332,0.7916,427.9469,0.0,True
000584,FST_III_IV_Medium,test_med,256,256,113,86,120,95,7,9,54,0.000824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,41.9495,96.5046,43.1771,4.2344,9.3047,41.9495,96.5046,43.1771,4.2344,9.3047,15,80,0,0.3112,0.1703,0.0952,0.9873,373.1018,0.0672,True
000589,FST_III_IV_Medium,test_med,256,256,96,98,107,118,11,20,164,0.002502,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.45,100.0043,43.8803,2.8438,10.7422,42.45,100.0043,43.8803,2.8438,10.7422,50,290,0,0.3984,0.3268,0.1453,0.9571,377.15,0.0571,True
000590,FST_III_IV_Medium,test_med,256,256,111,98,149,156,38,58,1717,0.026199,1.0,0.827586,0.0,0.172414,0.0,0.0,0.0,0.827586,True,False,42.0166,99.3836,43.2853,3.5859,9.7656,42.2791,100.1541,43.5515,2.6484,10.1094,540,2784,0,0.2462,0.2091,0.1401,0.4981,412.5915,0.0,True
000594,FST_III_IV_Medium,test_med,256,256,87,124,96,132,9,8,60,0.000916,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,41.9312,101.8427,43.5499,2.4375,11.5078,41.9312,101.8427,43.5499,2.4375,11.5078,20,84,0,0.2843,0.1101,0.1071,0.9855,402.8046,0.0,True
000596,FST_III_IV_Medium,test_med,256,256,86,86,113,113,27,27,548,0.008362,1.0,0.967437,0.0,0.0,0.032563,0.0,0.0,0.967437,False,True,42.3645,99.7225,43.6639,3.0703,10.1172,42.3645,99.7225,43.6639,3.0703,10.1172,169,952,31,0.3051,0.1783,0.1567,0.8448,369.4661,0.0763,True
000605,FST_III_IV_Medium,test_med,256,256,119,144,155,173,36,29,777,0.011856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.2974,100.5016,43.679,2.5938,10.5859,42.2974,100.5016,43.679,2.5938,10.5859,270,1278,0,0.2759,0.1752,0.1096,0.7771,370.0345,0.0749,True
000606,FST_III_IV_Medium,test_med,256,256,121,138,158,160,37,22,588,0.008972,1.0,0.934659,0.0,0.065341,0.0,0.0,0.0,0.934659,True,False,42.038,98.9768,43.263,2.9453,9.7891,42.2028,99.4546,43.4671,2.9375,9.9844,190,1056,0,0.3326,0.2438,0.1469,0.8334,552.593,0.0,True
000613,FST_III_IV_Medium,test_med,256,256,88,112,103,122,15,10,124,0.001892,1.0,0.953488,0.0,0.046512,0.0,0.0,0.0,0.953488,True,False,42.7155,100.6947,44.2156,3.875,10.7422,42.7826,100.7548,44.3478,3.6719,11.0859,42,172,0,0.304,0.1527,0.1136,0.9678,533.6672,0.0,True
000614,FST_III_IV_Medium,test_med,256,256,114,127,137,145,23,18,299,0.004562,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.2729,99.8805,43.688,2.9297,10.6328,42.2729,99.8805,43.688,2.9297,10.6328,110,496,0,0.3348,0.1997,0.1713,0.9176,372.3864,0.069,True
000615,FST_III_IV_Medium,test_med,256,256,100,116,132,142,32,26,527,0.008041,0.852679,0.722782,0.0,0.277218,0.0,0.0,0.0,0.722782,True,False,41.3727,97.1377,42.3635,3.2734,8.5,41.5863,97.8377,42.6927,2.25,9.3906,224,992,0,0.377,0.3372,0.1265,0.8521,492.6693,0.0,True
000618,FST_III_IV_Medium,test_med,256,256,127,133,145,142,18,9,135,0.00206,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.1204,99.1845,43.3324,2.1953,9.9375,42.1204,99.1845,43.3324,2.1953,9.9375,50,176,0,0.3629,0.2648,0.125,0.9652,379.4033,0.0515,True
000619,FST_III_IV_Medium,test_med,256,256,122,152,159,182,37,30,783,0.011948,1.0,0.752817,0.0,0.247183,0.0,0.0,0.0,0.752817,True,False,41.7572,98.8539,43.0658,3.9922,9.75,42.2119,100.1144,43.5319,2.7344,10.2812,266,1420,0,0.3681,0.3157,0.183,0.7765,332.5639,0.1686,True
000620,FST_III_IV_Medium,test_med,256,256,78,74,106,94,28,20,444,0.006775,1.0,0.644286,0.0,0.355714,0.0,0.0,0.0,0.644286,True,False,41.745,98.1467,42.8412,3.9688,8.7734,42.0654,99.3407,43.4055,2.5,10.4062,140,700,0,0.2913,0.1675,0.1082,0.8753,585.4182,0.0,True
000622,FST_III_IV_Medium,test_med,256,256,108,126,125,146,17,20,258,0.003937,1.0,0.360976,0.0,0.639024,0.0,0.0,0.0,0.360976,True,False,0.2594,-96.7462,102.3743,46.0703,-91.4219,42.1844,99.2917,43.4392,2.7266,10.0,90,410,0,0.2837,0.1224,0.1223,0.929,336.1663,0.1596,True
000623,FST_III_IV_Medium,test_med,256,256,96,108,143,139,47,31,1159,0.017685,1.0,0.93883,0.0,0.0,0.06117,0.0,0.0,0.93883,False,True,42.2363,100.0446,43.5813,3.2188,10.25,42.1143,100.0446,43.4873,3.5312,10.25,345,1880,115,0.2848,0.2254,0.1303,0.6648,372.2166,0.0695,True
000625,FST_III_IV_Medium,test_med,256,256,124,97,141,113,17,16,163,0.002487,0.888889,0.905488,0.0,0.094512,0.0,0.0,0.0,0.905488,True,False,42.1509,99.7767,43.364,2.125,9.9609,42.3859,100.3014,43.6665,1.8359,10.3359,72,328,0,0.4057,0.3355,0.1548,0.9573,498.5456,0.0,True
000626,FST_III_IV_Medium,test_med,256,256,121,104,147,116,26,12,238,0.003632,1.0,0.91129,0.0,0.08871,0.0,0.0,0.0,0.91129,True,False,42.0959,99.8234,43.5026,2.6797,10.6406,42.3187,99.8234,43.8441,2.3594,11.2188,84,372,0,0.4136,0.371,0.136,0.9367,426.8622,0.0,True
000627,FST_III_IV_Medium,test_med,256,256,120,88,130,98,10,10,75,0.001144,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.6514,100.4458,44.0166,3.4609,10.3125,42.6514,100.4458,44.0166,3.4609,10.3125,36,96,0,0.3275,0.1563,0.1771,0.9814,378.4979,0.0538,True
000629,FST_III_IV_Medium,test_med,256,256,114,123,120,131,6,8,38,0.00058,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,41.9769,98.7872,43.0614,0.1797,9.6016,41.9769,98.7872,43.0614,0.1797,9.6016,8,72,0,0.3306,0.1615,0.1719,0.9915,359.7083,0.1007,True
000632,FST_III_IV_Medium,test_med,256,256,125,111,159,123,34,12,266,0.004059,1.0,0.817073,0.0,0.182927,0.0,0.0,0.0,0.817073,True,False,42.16,99.4357,43.4735,3.6406,9.9609,42.16,99.4832,43.5408,3.3438,10.3516,108,492,0,0.4661,0.4833,0.1289,0.9292,440.432,0.0,True
000634,FST_III_IV_Medium,test_med,256,256,124,105,150,124,26,19,388,0.00592,1.0,0.738487,0.0,0.261513,0.0,0.0,0.0,0.738487,True,False,41.9647,99.1987,43.2073,3.9844,9.4844,42.5049,99.8717,43.9016,2.4062,10.7188,126,608,0,0.2893,0.1507,0.1189,0.8915,446.6422,0.0,True
000636,FST_III_IV_Medium,test_med,256,256,120,151,125,155,5,4,16,0.000244,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.0624,101.0655,43.2554,1.0,10.0391,42.0624,101.0655,43.2554,1.0,10.0391,6,22,0,0.3762,0.2035,0.25,0.9971,320.3909,0.199,True
000638,FST_III_IV_Medium,test_med,256,256,118,116,125,123,7,7,36,0.000549,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,43.5059,107.841,45.8542,0.9766,14.4531,43.5059,107.841,45.8542,0.9766,14.4531,9,72,0,0.3429,0.159,0.2167,0.9919,355.1304,0.1122,True
000639,FST_III_IV_Medium,test_med,256,256,129,55,166,100,37,45,1317,0.020096,1.0,0.660396,0.0,0.0,0.0,0.339604,0.0,1.0,False,False,41.6992,98.5951,43.0216,2.9531,10.1641,41.6992,98.5951,43.0216,2.9531,10.1641,437,2020,0,0.2291,0.1461,0.109,0.6165,363.4652,0.0913,True
000642,FST_III_IV_Medium,test_med,256,256,107,88,126,119,19,31,483,0.00737,1.0,0.985788,0.0,0.0,0.014212,0.0,0.0,0.985788,False,True,42.215,98.765,43.4186,2.9609,9.7109,42.215,98.765,43.4427,3.0312,9.7969,135,774,11,0.3122,0.2027,0.1267,0.8643,364.3345,0.0892,True
000644,FST_III_IV_Medium,test_med,256,256,141,51,193,96,52,45,1429,0.021805,0.993311,0.742204,0.0,0.0,0.257796,0.0,0.0,0.742204,False,True,42.5232,100.5514,43.5792,2.1875,9.2812,42.0654,99.2353,43.4678,3.5547,10.3594,598,2886,744,0.3055,0.2914,0.1434,0.5842,394.7582,0.0131,True
000646,FST_III_IV_Medium,test_med,256,256,59,47,185,214,126,167,15061,0.229813,1.0,0.840964,0.0,0.0,0.159036,0.0,0.0,0.840964,False,True,42.4133,100.1551,43.6285,2.5938,9.8906,42.0288,99.4406,43.3885,3.0781,10.3281,5146,26648,4238,0.1878,0.2921,0.1392,0.0,367.4506,0.0814,True
000653,FST_III_IV_Medium,test_med,256,256,115,136,132,154,17,18,233,0.003555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,41.8549,99.6791,43.2007,2.4531,10.4141,41.8549,99.6791,43.2007,2.4531,10.4141,90,344,0,0.3286,0.1888,0.1562,0.9368,368.0985,0.0798,True
000006,FST_V_VI_Dark,test_dark,256,256,112,100,197,179,85,79,5174,0.078949,1.0,0.991069,0.0,0.0,0.0,0.008931,0.0,1.0,False,False,16.8762,20.5859,17.7893,2.6094,4.9844,16.8762,20.5859,17.7893,2.6094,4.9844,1634,8398,0,0.1204,0.1664,0.124,0.0,155.9111,0.6102,True
000007,FST_V_VI_Dark,test_dark,256,256,149,110,160,123,11,13,87,0.001328,1.0,0.866667,0.0,0.133333,0.0,0.0,0.0,0.866667,True,False,17.3126,20.5019,18.1478,1.9766,5.0703,17.3126,21.0728,18.2516,1.5938,5.5547,34,180,0,0.3861,0.2754,0.1759,0.9782,245.796,0.3855,True
000011,FST_V_VI_Dark,test_dark,256,256,69,88,149,196,80,108,6070,0.092621,0.996296,0.932685,0.0,0.0,0.067315,0.0,0.0,0.932685,False,True,16.925,21.0373,17.7758,2.3672,4.8906,16.9006,21.0373,17.8687,2.3672,5.2969,2104,10800,727,0.1692,0.2592,0.1318,0.0,154.9895,0.6125,True
000012,FST_V_VI_Dark,test_dark,256,256,120,162,132,176,12,14,129,0.001968,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.9922,18.5079,17.5123,2.3047,3.5547,16.9922,18.5079,17.5123,2.3047,3.5547,35,228,0,0.3257,0.1765,0.1471,0.9664,153.2971,0.6168,True
000015,FST_V_VI_Dark,test_dark,256,256,14,36,145,171,131,135,11438,0.17453,0.99977,0.858583,0.0,0.141417,0.0,0.0,0.0,0.858583,True,False,16.6931,19.5618,17.5868,3.1562,4.5469,16.7664,20.809,17.8266,3.125,5.1875,4227,18449,0,0.1943,0.3089,0.1327,0.0,136.3516,0.6591,True
000022,FST_V_VI_Dark,test_dark,256,256,82,75,142,162,60,87,3488,0.053223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.8976,20.623,17.8075,2.625,4.9688,16.8976,20.623,17.8075,2.625,4.9688,1256,6570,0,0.1712,0.2517,0.1513,0.0,151.9417,0.6201,True
000053,FST_V_VI_Dark,test_dark,256,256,105,38,117,62,12,24,231,0.003525,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,17.1906,21.4001,18.3477,3.8125,5.1562,17.1906,21.4001,18.3477,3.8125,5.1562,69,360,0,0.3655,0.2866,0.1154,0.938,157.0163,0.6075,True
000060,FST_V_VI_Dark,test_dark,256,256,103,127,134,145,31,18,417,0.006363,1.0,0.319277,0.0,0.680723,0.0,0.0,0.0,0.319277,True,False,10.7452,-84.0042,100.9667,49.4688,-87.3594,17.0258,20.8926,17.9289,2.4375,5.0625,146,664,0,0.3342,0.2263,0.1477,0.8834,148.5024,0.6287,True
000077,FST_V_VI_Dark,test_dark,256,256,112,136,146,164,34,28,738,0.011261,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.8457,20.9613,17.8664,2.8047,5.25,16.8457,20.9613,17.8664,2.8047,5.25,242,1148,0,0.2639,0.1401,0.1206,0.7884,152.5498,0.6186,True
000080,FST_V_VI_Dark,test_dark,256,256,120,131,137,142,17,11,136,0.002075,1.0,0.957983,0.0,0.042017,0.0,0.0,0.0,0.957983,True,False,17.1936,21.1637,18.0558,1.0391,5.4141,17.3309,21.3666,18.1866,1.0391,5.4141,43,238,0,0.3567,0.2401,0.1458,0.9646,178.0042,0.555,True
000087,FST_V_VI_Dark,test_dark,256,256,56,119,103,151,47,32,1173,0.017899,1.0,0.898109,0.0,0.0,0.101891,0.0,0.0,0.898109,False,True,17.0105,20.9617,17.7669,2.5312,4.4609,17.0105,20.9617,17.9617,2.7344,5.0781,359,1904,194,0.2578,0.1781,0.1228,0.6597,158.0603,0.6048,True
000088,FST_V_VI_Dark,test_dark,256,256,135,140,151,167,16,27,311,0.004745,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.9586,21.4016,17.9953,2.5156,5.4688,16.9586,21.4016,17.9953,2.5156,5.4688,102,552,0,0.3298,0.2203,0.1227,0.9141,154.3446,0.6141,True
000089,FST_V_VI_Dark,test_dark,256,256,85,110,164,213,79,103,5170,0.078888,0.995978,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.8732,20.3167,17.7564,2.6406,4.8594,16.8732,20.3167,17.7564,2.6406,4.8594,1940,10308,0,0.2299,0.3641,0.1594,0.0,155.1998,0.612,True
000093,FST_V_VI_Dark,test_dark,256,256,53,114,78,139,25,25,485,0.007401,1.0,0.920699,0.0,0.079301,0.0,0.0,0.0,0.920699,True,False,16.9403,20.3961,17.8291,2.6719,4.875,17.1509,20.6718,17.9859,2.3281,4.8906,165,744,0,0.2893,0.1485,0.1413,0.8631,156.9388,0.6077,True
000095,FST_V_VI_Dark,test_dark,256,256,121,129,155,154,34,25,653,0.009964,1.0,0.851,0.0,0.149,0.0,0.0,0.0,0.851,True,False,16.7419,19.6282,17.8309,3.9219,4.7188,17.1417,21.9038,18.3032,3.0,5.6719,228,1000,0,0.2799,0.1538,0.1344,0.8135,171.6078,0.571,True
000096,FST_V_VI_Dark,test_dark,256,256,104,75,176,122,72,47,2051,0.031296,0.966184,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.7389,19.8906,17.5602,2.7891,4.5156,16.7389,19.8906,17.5602,2.7891,4.5156,812,4284,0,0.3252,0.4155,0.1236,0.4016,155.2608,0.6118,True
000104,FST_V_VI_Dark,test_dark,256,256,121,126,135,136,14,10,109,0.001663,1.0,0.910714,0.0,0.089286,0.0,0.0,0.0,0.910714,True,False,16.5588,19.1381,17.391,2.9375,4.4297,16.7358,20.1234,17.5678,2.3672,4.7891,36,168,0,0.3719,0.247,0.1797,0.9722,231.0555,0.4224,True
000105,FST_V_VI_Dark,test_dark,256,256,100,163,113,172,13,9,81,0.001236,1.0,0.992308,0.0,0.007692,0.0,0.0,0.0,0.992308,True,False,17.3279,19.8238,18.0081,1.2734,4.7344,17.3279,19.8238,18.0081,1.2734,4.7344,34,130,0,0.3777,0.269,0.1574,0.98,192.7477,0.5181,True
000109,FST_V_VI_Dark,test_dark,256,256,143,107,157,116,14,9,103,0.001572,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.6931,21.5271,17.6181,1.875,5.3125,16.6931,21.5271,17.6181,1.875,5.3125,29,160,0,0.2933,0.1402,0.0948,0.9736,261.7776,0.3456,True
000111,FST_V_VI_Dark,test_dark,256,256,107,100,142,142,35,42,1132,0.017273,1.0,0.900881,0.0,0.099119,0.0,0.0,0.0,0.900881,True,False,16.6016,19.9122,17.548,3.0391,4.8047,16.6382,19.9122,17.5827,3.0391,4.8047,362,1816,0,0.2717,0.1982,0.1272,0.6722,151.687,0.6208,True
000112,FST_V_VI_Dark,test_dark,256,256,124,97,155,146,31,49,1173,0.017899,1.0,0.942469,0.0,0.057531,0.0,0.0,0.0,0.942469,True,False,16.748,19.7206,17.6143,3.0156,4.5469,16.8884,20.3713,17.7611,2.7969,4.7344,369,1912,0,0.2705,0.196,0.135,0.6599,207.9251,0.4802,True
000113,FST_V_VI_Dark,test_dark,256,256,118,105,142,128,24,23,429,0.006546,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.6687,20.9002,17.657,2.5547,5.2344,16.6687,20.9002,17.657,2.5547,5.2344,130,708,0,0.3267,0.2197,0.1357,0.8804,155.5146,0.6112,True
