image_id,split_name,split_role,skin_tone_group,mask_path,image_path,image_available
000493,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000493.npy,,False
000497,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000497.npy,,False
000510,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000510.npy,,False
000530,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000530.npy,,False
000534,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000534.npy,,False
000553,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000553.npy,,False
000587,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000587.npy,,False
000595,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000595.npy,,False
000604,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000604.npy,,False
000624,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000624.npy,,False
000630,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000630.npy,,False
000651,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000651.npy,,False
000655,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000655.npy,,False
000009,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000009.npy,,False
000041,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000041.npy,,False
000056,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000056.npy,,False
000185,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000185.npy,,False
000189,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000189.npy,,False
000213,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000213.npy,,False
000249,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000249.npy,,False
000365,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000365.npy,,False
000379,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000379.npy,,False
000385,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000385.npy,,False
000398,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000398.npy,,False
000448,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000448.npy,,False
000455,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000455.npy,,False
000599,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000599.npy,,False
000631,10%_val,adapt_val,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/val/000631.npy,,False
