image_id,split,random_seed,dataset_version,image_filename,mask_filename,height,width,lesion_pixels,total_pixels,lesion_area_fraction
ISIC_0007087,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0007087.jpg,ISIC_0007087_segmentation.png,2016,3024,708364,6096384,0.1162
ISIC_0007141,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007141.jpg,ISIC_0007141_segmentation.png,2016,3024,1003497,6096384,0.1646
ISIC_0007156,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007156.jpg,ISIC_0007156_segmentation.png,2016,3024,384761,6096384,0.0631
ISIC_0007241,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007241.jpg,ISIC_0007241_segmentation.png,2016,3024,346920,6096384,0.0569
ISIC_0007322,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007322.jpg,ISIC_0007322_segmentation.png,2848,4288,794621,12212224,0.0651
ISIC_0007332,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007332.jpg,ISIC_0007332_segmentation.png,2016,3024,530766,6096384,0.0871
ISIC_0007344,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007344.jpg,ISIC_0007344_segmentation.png,2016,3024,522771,6096384,0.0858
ISIC_0007475,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007475.jpg,ISIC_0007475_segmentation.png,2016,3024,786048,6096384,0.1289
ISIC_0007528,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007528.jpg,ISIC_0007528_segmentation.png,2016,3024,165858,6096384,0.0272
ISIC_0007557,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0007557.jpg,ISIC_0007557_segmentation.png,2016,3024,785419,6096384,0.1288
ISIC_0007693,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007693.jpg,ISIC_0007693_segmentation.png,2016,3024,342608,6096384,0.0562
ISIC_0007760,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007760.jpg,ISIC_0007760_segmentation.png,2016,3024,452341,6096384,0.0742
ISIC_0007788,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007788.jpg,ISIC_0007788_segmentation.png,2848,4288,1240987,12212224,0.1016
ISIC_0007796,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0007796.jpg,ISIC_0007796_segmentation.png,2016,3024,280691,6096384,0.046
ISIC_0008029,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0008029.jpg,ISIC_0008029_segmentation.png,2848,4288,708141,12212224,0.058
ISIC_0008116,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008116.jpg,ISIC_0008116_segmentation.png,2016,3024,397815,6096384,0.0653
ISIC_0008145,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008145.jpg,ISIC_0008145_segmentation.png,2848,4288,308419,12212224,0.0253
ISIC_0008207,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008207.jpg,ISIC_0008207_segmentation.png,2848,4288,423858,12212224,0.0347
ISIC_0008236,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008236.jpg,ISIC_0008236_segmentation.png,2848,4288,805256,12212224,0.0659
ISIC_0008256,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008256.jpg,ISIC_0008256_segmentation.png,2848,4288,531795,12212224,0.0435
ISIC_0008280,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0008280.jpg,ISIC_0008280_segmentation.png,2016,3024,361732,6096384,0.0593
ISIC_0008294,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008294.jpg,ISIC_0008294_segmentation.png,2016,3024,184764,6096384,0.0303
ISIC_0008347,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0008347.jpg,ISIC_0008347_segmentation.png,2848,4288,414888,12212224,0.034
ISIC_0008396,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008396.jpg,ISIC_0008396_segmentation.png,2848,4288,364446,12212224,0.0298
ISIC_0008403,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008403.jpg,ISIC_0008403_segmentation.png,2016,3024,572061,6096384,0.0938
ISIC_0008406,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008406.jpg,ISIC_0008406_segmentation.png,2848,4288,469897,12212224,0.0385
ISIC_0008507,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008507.jpg,ISIC_0008507_segmentation.png,2848,4288,604656,12212224,0.0495
ISIC_0008524,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008524.jpg,ISIC_0008524_segmentation.png,2848,4288,324846,12212224,0.0266
ISIC_0008528,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008528.jpg,ISIC_0008528_segmentation.png,2848,4288,1048838,12212224,0.0859
ISIC_0008541,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008541.jpg,ISIC_0008541_segmentation.png,2848,4288,380092,12212224,0.0311
ISIC_0008552,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0008552.jpg,ISIC_0008552_segmentation.png,2848,4288,488509,12212224,0.04
ISIC_0008600,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008600.jpg,ISIC_0008600_segmentation.png,2016,3024,830011,6096384,0.1361
ISIC_0008626,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008626.jpg,ISIC_0008626_segmentation.png,2848,4288,1224306,12212224,0.1003
ISIC_0008659,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008659.jpg,ISIC_0008659_segmentation.png,2848,4288,412343,12212224,0.0338
ISIC_0008785,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008785.jpg,ISIC_0008785_segmentation.png,2016,3024,582551,6096384,0.0956
ISIC_0008807,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008807.jpg,ISIC_0008807_segmentation.png,2848,4288,476683,12212224,0.039
ISIC_0008879,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008879.jpg,ISIC_0008879_segmentation.png,2848,4288,387040,12212224,0.0317
ISIC_0008913,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0008913.jpg,ISIC_0008913_segmentation.png,2848,4288,2028909,12212224,0.1661
ISIC_0008992,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008992.jpg,ISIC_0008992_segmentation.png,2848,4288,504400,12212224,0.0413
ISIC_0008993,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0008993.jpg,ISIC_0008993_segmentation.png,2016,3024,433972,6096384,0.0712
ISIC_0008998,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0008998.jpg,ISIC_0008998_segmentation.png,2848,4288,4453540,12212224,0.3647
ISIC_0009035,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009035.jpg,ISIC_0009035_segmentation.png,2848,4288,1423482,12212224,0.1166
ISIC_0009078,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009078.jpg,ISIC_0009078_segmentation.png,2016,3024,361985,6096384,0.0594
ISIC_0009083,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009083.jpg,ISIC_0009083_segmentation.png,2848,4288,738282,12212224,0.0605
ISIC_0009160,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009160.jpg,ISIC_0009160_segmentation.png,2016,3024,420513,6096384,0.069
ISIC_0009165,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009165.jpg,ISIC_0009165_segmentation.png,2848,4288,662042,12212224,0.0542
ISIC_0009188,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009188.jpg,ISIC_0009188_segmentation.png,2848,4288,432468,12212224,0.0354
ISIC_0009201,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009201.jpg,ISIC_0009201_segmentation.png,2848,4288,1672734,12212224,0.137
ISIC_0009252,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009252.jpg,ISIC_0009252_segmentation.png,2016,3024,375771,6096384,0.0616
ISIC_0009297,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009297.jpg,ISIC_0009297_segmentation.png,2848,4288,634587,12212224,0.052
ISIC_0009298,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009298.jpg,ISIC_0009298_segmentation.png,2848,4288,873091,12212224,0.0715
ISIC_0009344,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009344.jpg,ISIC_0009344_segmentation.png,2848,4288,734607,12212224,0.0602
ISIC_0009430,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009430.jpg,ISIC_0009430_segmentation.png,2016,3024,471244,6096384,0.0773
ISIC_0009504,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009504.jpg,ISIC_0009504_segmentation.png,2848,4288,377500,12212224,0.0309
ISIC_0009533,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009533.jpg,ISIC_0009533_segmentation.png,2848,4288,747109,12212224,0.0612
ISIC_0009564,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009564.jpg,ISIC_0009564_segmentation.png,2848,4288,380432,12212224,0.0312
ISIC_0009583,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009583.jpg,ISIC_0009583_segmentation.png,2848,4288,584902,12212224,0.0479
ISIC_0009599,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009599.jpg,ISIC_0009599_segmentation.png,2848,4288,841862,12212224,0.0689
ISIC_0009758,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009758.jpg,ISIC_0009758_segmentation.png,2016,3024,754111,6096384,0.1237
ISIC_0009800,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009800.jpg,ISIC_0009800_segmentation.png,2848,4288,668808,12212224,0.0548
ISIC_0009860,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009860.jpg,ISIC_0009860_segmentation.png,2848,4288,502513,12212224,0.0411
ISIC_0009868,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009868.jpg,ISIC_0009868_segmentation.png,768,1024,140567,786432,0.1787
ISIC_0009869,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009869.jpg,ISIC_0009869_segmentation.png,768,1024,45574,786432,0.058
ISIC_0009873,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009873.jpg,ISIC_0009873_segmentation.png,768,1024,205961,786432,0.2619
ISIC_0009874,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009874.jpg,ISIC_0009874_segmentation.png,768,1024,106934,786432,0.136
ISIC_0009875,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009875.jpg,ISIC_0009875_segmentation.png,768,1024,260817,786432,0.3316
ISIC_0009877,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009877.jpg,ISIC_0009877_segmentation.png,768,1024,193509,786432,0.2461
ISIC_0009879,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009879.jpg,ISIC_0009879_segmentation.png,768,1024,222037,786432,0.2823
ISIC_0009880,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009880.jpg,ISIC_0009880_segmentation.png,768,1024,188785,786432,0.2401
ISIC_0009881,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009881.jpg,ISIC_0009881_segmentation.png,768,1024,145191,786432,0.1846
ISIC_0009883,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009883.jpg,ISIC_0009883_segmentation.png,768,1024,138239,786432,0.1758
ISIC_0009884,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009884.jpg,ISIC_0009884_segmentation.png,768,1024,85466,786432,0.1087
ISIC_0009885,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009885.jpg,ISIC_0009885_segmentation.png,768,1024,46995,786432,0.0598
ISIC_0009888,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009888.jpg,ISIC_0009888_segmentation.png,768,1024,84978,786432,0.1081
ISIC_0009889,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009889.jpg,ISIC_0009889_segmentation.png,768,1024,81350,786432,0.1034
ISIC_0009891,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009891.jpg,ISIC_0009891_segmentation.png,768,1024,147157,786432,0.1871
ISIC_0009895,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009895.jpg,ISIC_0009895_segmentation.png,768,1024,174992,786432,0.2225
ISIC_0009896,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009896.jpg,ISIC_0009896_segmentation.png,768,1024,269889,786432,0.3432
ISIC_0009897,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009897.jpg,ISIC_0009897_segmentation.png,768,1024,479501,786432,0.6097
ISIC_0009898,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009898.jpg,ISIC_0009898_segmentation.png,768,1024,161825,786432,0.2058
ISIC_0009899,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009899.jpg,ISIC_0009899_segmentation.png,768,1024,263381,786432,0.3349
ISIC_0009901,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009901.jpg,ISIC_0009901_segmentation.png,768,1024,255415,786432,0.3248
ISIC_0009902,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009902.jpg,ISIC_0009902_segmentation.png,768,1024,248937,786432,0.3165
ISIC_0009904,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009904.jpg,ISIC_0009904_segmentation.png,768,1024,360564,786432,0.4585
ISIC_0009906,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009906.jpg,ISIC_0009906_segmentation.png,768,1024,248359,786432,0.3158
ISIC_0009909,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009909.jpg,ISIC_0009909_segmentation.png,768,1024,160884,786432,0.2046
ISIC_0009910,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009910.jpg,ISIC_0009910_segmentation.png,768,1024,311187,786432,0.3957
ISIC_0009914,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009914.jpg,ISIC_0009914_segmentation.png,768,1024,155603,786432,0.1979
ISIC_0009915,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009915.jpg,ISIC_0009915_segmentation.png,768,1024,290577,786432,0.3695
ISIC_0009917,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009917.jpg,ISIC_0009917_segmentation.png,768,1024,85625,786432,0.1089
ISIC_0009918,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009918.jpg,ISIC_0009918_segmentation.png,768,1024,422024,786432,0.5366
ISIC_0009919,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009919.jpg,ISIC_0009919_segmentation.png,768,1024,263386,786432,0.3349
ISIC_0009920,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009920.jpg,ISIC_0009920_segmentation.png,768,1024,248997,786432,0.3166
ISIC_0009921,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009921.jpg,ISIC_0009921_segmentation.png,768,1024,510701,786432,0.6494
ISIC_0009923,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009923.jpg,ISIC_0009923_segmentation.png,768,1024,230341,786432,0.2929
ISIC_0009925,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009925.jpg,ISIC_0009925_segmentation.png,768,1024,248101,786432,0.3155
ISIC_0009927,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009927.jpg,ISIC_0009927_segmentation.png,768,1024,120885,786432,0.1537
ISIC_0009928,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009928.jpg,ISIC_0009928_segmentation.png,768,1024,476542,786432,0.606
ISIC_0009929,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009929.jpg,ISIC_0009929_segmentation.png,768,1024,17191,786432,0.0219
ISIC_0009930,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009930.jpg,ISIC_0009930_segmentation.png,768,1024,19190,786432,0.0244
ISIC_0009931,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009931.jpg,ISIC_0009931_segmentation.png,768,1024,246398,786432,0.3133
ISIC_0009932,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009932.jpg,ISIC_0009932_segmentation.png,768,1024,193356,786432,0.2459
ISIC_0009933,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009933.jpg,ISIC_0009933_segmentation.png,768,1024,153954,786432,0.1958
ISIC_0009934,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009934.jpg,ISIC_0009934_segmentation.png,768,1024,676132,786432,0.8597
ISIC_0009935,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009935.jpg,ISIC_0009935_segmentation.png,768,1024,111441,786432,0.1417
ISIC_0009936,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009936.jpg,ISIC_0009936_segmentation.png,768,1024,28668,786432,0.0365
ISIC_0009937,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009937.jpg,ISIC_0009937_segmentation.png,768,1024,58382,786432,0.0742
ISIC_0009938,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009938.jpg,ISIC_0009938_segmentation.png,768,1024,197855,786432,0.2516
ISIC_0009939,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009939.jpg,ISIC_0009939_segmentation.png,768,1024,195066,786432,0.248
ISIC_0009940,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009940.jpg,ISIC_0009940_segmentation.png,768,1024,414988,786432,0.5277
ISIC_0009941,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009941.jpg,ISIC_0009941_segmentation.png,768,1024,130753,786432,0.1663
ISIC_0009942,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009942.jpg,ISIC_0009942_segmentation.png,768,1024,153509,786432,0.1952
ISIC_0009943,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009943.jpg,ISIC_0009943_segmentation.png,768,1024,95456,786432,0.1214
ISIC_0009944,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009944.jpg,ISIC_0009944_segmentation.png,768,1024,102532,786432,0.1304
ISIC_0009945,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009945.jpg,ISIC_0009945_segmentation.png,768,1024,82387,786432,0.1048
ISIC_0009946,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009946.jpg,ISIC_0009946_segmentation.png,768,1024,216788,786432,0.2757
ISIC_0009947,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009947.jpg,ISIC_0009947_segmentation.png,768,1024,127464,786432,0.1621
ISIC_0009948,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009948.jpg,ISIC_0009948_segmentation.png,768,1024,394433,786432,0.5015
ISIC_0009949,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009949.jpg,ISIC_0009949_segmentation.png,768,1024,160933,786432,0.2046
ISIC_0009950,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009950.jpg,ISIC_0009950_segmentation.png,768,1024,200568,786432,0.255
ISIC_0009951,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009951.jpg,ISIC_0009951_segmentation.png,768,1024,257589,786432,0.3275
ISIC_0009953,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009953.jpg,ISIC_0009953_segmentation.png,768,1024,297060,786432,0.3777
ISIC_0009954,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009954.jpg,ISIC_0009954_segmentation.png,768,1024,102432,786432,0.1302
ISIC_0009955,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009955.jpg,ISIC_0009955_segmentation.png,768,1024,115885,786432,0.1474
ISIC_0009956,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009956.jpg,ISIC_0009956_segmentation.png,768,1024,213056,786432,0.2709
ISIC_0009958,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009958.jpg,ISIC_0009958_segmentation.png,768,1024,118025,786432,0.1501
ISIC_0009960,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009960.jpg,ISIC_0009960_segmentation.png,768,1024,28750,786432,0.0366
ISIC_0009961,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009961.jpg,ISIC_0009961_segmentation.png,768,1024,300056,786432,0.3815
ISIC_0009962,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009962.jpg,ISIC_0009962_segmentation.png,768,1024,533677,786432,0.6786
ISIC_0009964,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009964.jpg,ISIC_0009964_segmentation.png,768,1024,51471,786432,0.0654
ISIC_0009965,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009965.jpg,ISIC_0009965_segmentation.png,768,1024,313748,786432,0.399
ISIC_0009966,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009966.jpg,ISIC_0009966_segmentation.png,768,1024,159451,786432,0.2028
ISIC_0009967,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009967.jpg,ISIC_0009967_segmentation.png,768,1024,141014,786432,0.1793
ISIC_0009969,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009969.jpg,ISIC_0009969_segmentation.png,768,1024,237545,786432,0.3021
ISIC_0009970,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009970.jpg,ISIC_0009970_segmentation.png,768,1024,512151,786432,0.6512
ISIC_0009971,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009971.jpg,ISIC_0009971_segmentation.png,768,1024,24664,786432,0.0314
ISIC_0009972,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009972.jpg,ISIC_0009972_segmentation.png,768,1024,81658,786432,0.1038
ISIC_0009973,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009973.jpg,ISIC_0009973_segmentation.png,768,1024,212361,786432,0.27
ISIC_0009974,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009974.jpg,ISIC_0009974_segmentation.png,768,1024,325235,786432,0.4136
ISIC_0009975,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009975.jpg,ISIC_0009975_segmentation.png,768,1024,172143,786432,0.2189
ISIC_0009976,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009976.jpg,ISIC_0009976_segmentation.png,768,1024,95704,786432,0.1217
ISIC_0009977,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009977.jpg,ISIC_0009977_segmentation.png,768,1024,116195,786432,0.1477
ISIC_0009978,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009978.jpg,ISIC_0009978_segmentation.png,768,1024,158875,786432,0.202
ISIC_0009979,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009979.jpg,ISIC_0009979_segmentation.png,768,1024,81159,786432,0.1032
ISIC_0009980,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009980.jpg,ISIC_0009980_segmentation.png,768,1024,691134,786432,0.8788
ISIC_0009981,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009981.jpg,ISIC_0009981_segmentation.png,768,1024,54997,786432,0.0699
ISIC_0009982,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009982.jpg,ISIC_0009982_segmentation.png,768,1024,105603,786432,0.1343
ISIC_0009987,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009987.jpg,ISIC_0009987_segmentation.png,768,1024,195227,786432,0.2482
ISIC_0009988,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009988.jpg,ISIC_0009988_segmentation.png,768,1024,750372,786432,0.9541
ISIC_0009990,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009990.jpg,ISIC_0009990_segmentation.png,768,1024,764453,786432,0.9721
ISIC_0009991,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009991.jpg,ISIC_0009991_segmentation.png,768,1024,208959,786432,0.2657
ISIC_0009992,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009992.jpg,ISIC_0009992_segmentation.png,768,1024,406084,786432,0.5164
ISIC_0009993,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009993.jpg,ISIC_0009993_segmentation.png,768,1024,222690,786432,0.2832
ISIC_0009994,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009994.jpg,ISIC_0009994_segmentation.png,768,1024,131386,786432,0.1671
ISIC_0009995,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0009995.jpg,ISIC_0009995_segmentation.png,768,1024,726665,786432,0.924
ISIC_0009998,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0009998.jpg,ISIC_0009998_segmentation.png,768,1024,195989,786432,0.2492
ISIC_0010000,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010000.jpg,ISIC_0010000_segmentation.png,768,1024,423655,786432,0.5387
ISIC_0010002,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010002.jpg,ISIC_0010002_segmentation.png,768,1024,233518,786432,0.2969
ISIC_0010003,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010003.jpg,ISIC_0010003_segmentation.png,768,1024,43927,786432,0.0559
ISIC_0010005,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010005.jpg,ISIC_0010005_segmentation.png,768,1024,440411,786432,0.56
ISIC_0010006,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010006.jpg,ISIC_0010006_segmentation.png,768,1024,273343,786432,0.3476
ISIC_0010009,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0010009.jpg,ISIC_0010009_segmentation.png,768,1024,49439,786432,0.0629
ISIC_0010010,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010010.jpg,ISIC_0010010_segmentation.png,768,1024,88460,786432,0.1125
ISIC_0010011,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010011.jpg,ISIC_0010011_segmentation.png,768,1024,202375,786432,0.2573
ISIC_0010013,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0010013.jpg,ISIC_0010013_segmentation.png,768,1024,133958,786432,0.1703
ISIC_0010014,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010014.jpg,ISIC_0010014_segmentation.png,768,1024,123229,786432,0.1567
ISIC_0010015,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010015.jpg,ISIC_0010015_segmentation.png,768,1024,224432,786432,0.2854
ISIC_0010016,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0010016.jpg,ISIC_0010016_segmentation.png,768,1024,50672,786432,0.0644
ISIC_0010017,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010017.jpg,ISIC_0010017_segmentation.png,768,1024,331826,786432,0.4219
ISIC_0010018,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010018.jpg,ISIC_0010018_segmentation.png,768,1024,107599,786432,0.1368
ISIC_0010019,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010019.jpg,ISIC_0010019_segmentation.png,768,1024,287225,786432,0.3652
ISIC_0010020,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010020.jpg,ISIC_0010020_segmentation.png,768,1024,367804,786432,0.4677
ISIC_0010021,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010021.jpg,ISIC_0010021_segmentation.png,768,1024,419255,786432,0.5331
ISIC_0010022,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010022.jpg,ISIC_0010022_segmentation.png,768,1024,429471,786432,0.5461
ISIC_0010023,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010023.jpg,ISIC_0010023_segmentation.png,768,1024,227210,786432,0.2889
ISIC_0010024,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010024.jpg,ISIC_0010024_segmentation.png,768,1024,115775,786432,0.1472
ISIC_0010025,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010025.jpg,ISIC_0010025_segmentation.png,768,1024,128631,786432,0.1636
ISIC_0010028,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0010028.jpg,ISIC_0010028_segmentation.png,768,1024,150869,786432,0.1918
ISIC_0010029,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0010029.jpg,ISIC_0010029_segmentation.png,768,1024,342479,786432,0.4355
